img_name,mos,comments
uee4pu7wre,5.70068502,y
2248i5xf05,5.47041702,y
1l29skd151,5.60425806,y
w0avbcn814,5.70907974,y
wuyklxsq1a,5.32875443,y
yuz676nlp9,5.93068743,y
bl7p2eimgk,5.76601267,y
ozqq2a3idg,5.55084133,y
lsxx8wsmj7,5.51072788,y
93flgwcghl,5.55606985,y
ow1nyq7hja,6.0281601,y
mnqhylulhs,5.44518995,y
19k55293ns,5.80165339,y
7w8w2xhl4w,5.70372486,y
vp41htf5c8,5.57910776,y
htwgpe6dqa,5.65672922,y
xxncgoqubq,5.61605263,y
w1t58cn455,6.11319637,y
8eo4oawdt4,5.04451609,y
41110jgazy,5.65843964,y
brtn3gs4hu,5.30553055,y
zs1s02iz3m,5.47209406,y
vvikbwo842,5.63665295,y
3ua8vkfczb,6.04035711,y
21v38bgo4m,6.20563889,y
a0yngzfeku,5.7352891,y
yu0igwaqjz,6.2806282,y
vvqizv9jt5,5.96593571,y
zhyvbolxyt,5.77477503,y
adhbbmlihq,5.35563374,y
ti7012b3jr,5.24736881,y
r4luuxnsc3,4.92820406,y
d3fdsgg3xi,5.24759626,y
o8cgb74ly1,5.466084,y
yqzouwol3r,5.59940243,y
jscfielapp,5.53950405,y
y4dc1w1ygu,5.25830889,y
fykhukbeyz,5.63242436,y
5euyamy2uf,5.24298811,y
l3xe4h5agc,5.71200323,y
ci5qrsbbjf,6.18472052,y
q8jz40xcg9,5.58112049,y
9wei6l0opr,5.90279627,y
x53t76lgxc,5.60653019,y
eboln08yxu,5.22629881,y
rk3su3ad0p,5.59059382,y
glm5xnl88l,5.95304728,y
x0m70u9iuc,6.23069382,y
whyoja5x2i,6.32484341,y
vtrkn4fkgn,5.41422987,y
c0ftwd8f67,5.25795889,y
tghnfqjo8z,5.2699523,y
jfwyk9scg5,5.58572006,y
bxdrir7y6v,5.52095938,y
3ndbmfb5cg,5.70358419,y
8cu7qjfj01,5.21203232,y
7q3c6fj6ie,5.70788527,y
2dh4utxnti,5.70767927,y
z3l6f32mq8,5.5268755,y
l87ptehhm5,6.23553658,y
k1irozztlq,5.3657856,y
dbi3ijoovu,4.9157815,y
tryecn1pf9,5.7925787,y
cxnzec1te1,5.81353188,y
uuu9nlblk5,5.7272315,y
r4vynfjjrp,5.98152494,y
4luha421ff,5.95099402,y
sozye48xt2,5.78706694,y
fe819o2nnj,5.45040608,y
wvtrvqg7t3,5.6651578,y
ls2huenrsh,5.21614075,y
g0kler7xli,5.16551781,y
sv1so45v3y,5.8117218,y
fg1x05kx7f,5.96805954,y
unkmhz35kp,5.85752773,y
ppwlvtqzqi,4.97607088,y
0rty1ywzcn,5.1710906,y
h6lv7q95gq,5.13923359,y
de0bjngwbl,5.70429421,y
6l0zjhzld2,4.97484303,y
u6a2u520mc,5.57847405,y
wbo8wonqm7,5.621768,y
o4mrjuewsj,5.40188456,y
rrk4r1nv1e,5.64402771,y
p7fktymuzj,5.63504696,y
lrdatdgwr8,5.32702637,y
9otz6zhotd,5.58414936,y
yq7lecstha,5.80955839,y
3h5k36cf19,5.88765621,y
y02hhc7924,5.78725815,y
ybroaxpmpr,5.50331879,y
oqnqhlh3f4,5.56586409,y
03esjkzuxe,5.97221184,y
mhgt74ako6,5.4704752,y
qwpxdyq2me,6.33043861,y
eekf3y73go,5.45847082,y
wjmazhcjx9,6.0607605,y
dfxdlo7fxw,5.4567399,y
cfrk29a97b,5.14073181,y
ta4ta1c43y,5.78371525,y
foy90athv5,5.94652939,y
j5hcaa88hz,5.32329035,y
nufuc0ssqo,5.78613997,y
foua44kfzd,4.94477129,y
y0ki86ht74,6.14330483,y
28y5dvy79w,5.83491325,y
c7ny4siiy4,5.07238817,y
z3dpnzh2so,5.13708878,y
ggrw5yy799,5.54031706,y
0w2oobpt05,5.95236111,y
t4adbv6cfw,5.25713635,y
q3j9ngva5q,5.91458178,y
dub184vtkd,5.69381189,y
qookh07fpp,5.83790493,y
nuqhje8rrq,5.75931644,y
sjca06a7ge,5.9460516,y
21gy0hvkpl,6.0785656,y
2kz8qzdscy,5.71153212,y
pq2qjybqi2,5.29002571,y
mg4h6uhsli,6.05045176,y
n7za1g4e33,5.37081099,y
o31c4r65nu,5.56738997,y
k0pe1xvht9,5.84622717,y
j05lqk24a8,5.74368,y
qeh111vijs,5.73872089,y
g671laht8b,6.10831308,y
l23vgw16ae,5.54026222,y
c4uets2xe9,4.39049196,y
7b1fqvnvoa,6.31071281,y
2udtp6cq8a,5.97454262,y
pjzjtpmi8m,5.24243784,y
j3vuy95e87,5.17753124,y
bwoiidbvax,5.92986918,y
2obu73jhxa,5.66710854,y
ee2llvonru,5.54949856,y
8ssswjcul0,6.25769424,y
uw8zlzbi12,6.08802605,y
5kq8oyy08h,5.42357206,y
0g2xqjjzso,6.20246506,y
wf279wf5su,5.81725931,y
7gsj98jxz5,5.48853064,y
zp7je4cmeu,6.00741863,y
7w7n1sfyma,5.94626045,y
47ssqh8syt,5.45965004,y
5nlo7g0o20,5.57278109,y
3sg1a577ab,5.65086174,y
a10lbku13p,5.67830277,y
nipwlzp960,5.37640333,y
nup3cc0db8,5.43220615,y
wvroee9r08,5.60014534,y
ef0kpfk9sg,5.87982941,y
u4jkn7y2du,5.69067717,y
232suo89u6,5.43916798,y
7vplw2i5jk,4.98468351,y
kfb046id5g,5.7999363,y
vxtf40ly66,6.22425985,y
c6btr0vls8,5.07471085,y
lyuigdnbh4,5.95947933,y
6hbk1v78vu,6.30195189,y
fcvp236rog,5.8018961,y
19ci78fjkn,5.17462444,y
k16wjcpthp,6.21390915,y
imsjo1ew6s,5.94706249,y
3n906rmh4t,5.50357723,y
bafhohgc4s,5.64611864,y
udgp1a7kye,6.17006064,y
lccbq8woqb,6.03086233,y
tt3l1mgw6v,5.68049097,y
3fq61x2bt9,5.47905445,y
w8p44u1fk9,6.08347035,y
t32max6urc,5.81323624,y
7unmhqex8p,5.35090399,y
a1xk3onqyg,5.91377926,y
67ygoopruc,5.72499657,y
rmrkaisq79,5.5780859,y
0syhkfkg7t,6.09316397,y
7kt5iz6785,5.47930956,y
bz8c1awzj0,5.45998621,y
lzxqgk0ku8,5.76410627,y
4tb2ximg82,5.72122622,y
aj0ajg5xkh,5.94924974,y
y4atuz3imf,5.54537058,y
cfdi5xrisz,6.42954302,y
imptpm7ivp,5.80313444,y
us64jc1t6w,5.55371618,y
xc79zypstb,5.07534218,y
2wpde8eua6,5.19406462,y
rxxdcssxf1,6.35493755,y
ck6dawbezo,5.86692619,y
ov01hmwb9z,5.46669912,y
95f6hov4rb,6.18712997,y
dms9woby79,5.07016277,y
5bj8qml4pg,5.66830874,y
nub1ixy9u0,5.52861309,y
k2gl7tvyoz,5.66399241,y
bfw9zb8h3g,5.6371727,y
paitypox38,6.03651285,y
ufz5a06dfa,5.77233982,y
4j7ve9lixh,5.60364485,y
qnj0qldtpe,5.61181212,y
h9e7tid78u,5.50091076,y
quqxnnx769,5.54102421,y
z8fzg3laun,5.9700079,y
otgmq97wbn,5.68003178,y
ktcdei7x3u,5.37882805,y
8zpisud8rs,4.98430347,y
nfrosa7ksn,5.01693773,y
44j1rjxbpn,5.52235317,y
u1wbhchzrb,5.5581336,y
aroosw5jeu,5.34632301,y
cvmyo2rl3o,5.41705132,y
zmj85h7rd2,5.67027426,y
az2nx8cu8s,5.04759121,y
ahzhzyxbrn,6.00655794,y
09ci0d7hfh,5.45670128,y
byb4e8zqbj,5.33992243,y
6hdb52sxqi,5.46773481,y
j4r6t9tc7m,5.84339333,y
r7391sn47s,5.67005301,y
xrmav3vg5k,6.07930756,y
ywz83nggfk,5.85291863,y
r21zwkudhh,5.24877167,y
83w64uxjl6,5.46415186,y
b837cjhtuu,4.85989523,y
ykdcet4dqw,5.8269577,y
s63rizt1q6,5.67922545,y
xo0ha5i8c8,5.88117266,y
3yb9r42t9l,5.56638002,y
d060vnxf0e,5.77615166,y
rsaih7j18h,5.51465845,y
kte0fbkqof,5.23203325,y
ip8qu47dlm,5.4931345,y
fflvef480c,5.58963156,y
bf9bykqrqu,5.27979851,y
f1fkbjzdrb,5.99944687,y
6n81dzrbvw,6.17525005,y
ffh3hycps2,5.53422642,y
5qg92twx3e,5.0342083,y
n8wdxmkcue,5.2932663,y
3jk53q8jur,5.32134295,y
8u6et52htr,5.633533,y
slqw9e3uxb,5.87742138,y
7szukqt5u3,5.56850863,y
gjpz1jw4bo,5.77811575,y
dkvnstybpt,5.71252823,y
5mtggb60aa,5.74615622,y
zooe6zc8xm,4.76221371,y
dvah5ao7g7,6.03543663,y
ihnwvzgshi,5.67976475,y
tnmdrwt7vt,5.59180355,y
hvvny66fbm,5.40541458,y
0pgq708ohd,6.29809284,y
ogqavgj24p,4.88325787,y
vucns1ca3a,5.57637501,y
q5gzp7ozvb,5.43441296,y
le7wt1xsio,6.22210598,y
stq5h7zow7,5.17928124,y
6kyyxidlz1,5.1631527,y
ixqbe93abb,6.01214027,y
x0wd0nzqin,5.49880648,y
9vvcazyqzz,5.56747484,y
pyjhg6qmbe,5.49598265,y
xivea4gp9n,6.28606463,y
tbv9ezl1ag,5.90359402,y
j1104kfgfr,5.55441904,y
w8knnsfxn5,5.06351042,y
xcnx2dmbqn,5.93422556,y
9xcknef48s,5.7110939,y
8ejckboc48,5.52039433,y
hfjod1aiw1,5.53263807,y
3fzgv07mpe,6.21022701,y
tpk2aeo0oy,5.71624517,y
plcn9szemm,6.08900356,y
vw0sdn82su,5.29865789,y
advpk0dmfe,5.69443893,y
y64l2ljbvu,5.988204,y
ovdgsz95a5,5.51942587,y
ppbb0k781x,5.39403629,y
iqzme6a9ck,5.96396875,y
w9uev6zwlk,5.95108175,y
9z7ckfcsok,6.18623924,y
e6flfbd8cg,5.81611252,y
nvh3tx49be,5.34627342,y
evtg4ffrla,5.74709129,y
1nrqw8zcyx,5.98554754,y
aufzlla3ch,6.03276062,y
cyip20j4r7,5.62994909,y
6hnka81lrp,5.93609428,y
zorub6bnjh,5.83811665,y
2rh1g1q5y1,6.11709023,y
gc5suoi9fr,5.96644831,y
q40up2bly5,5.2065382,y
8ikzwzeu5y,6.01361084,y
q53soo2jdc,5.69069195,y
7csfxwwvz2,6.29660559,y
4wjqi37t1m,5.45169926,y
cdqnzaa637,5.46398687,y
10pnnj036a,5.73629046,y
vepmonefz3,5.87771797,y
95kmt3x7b3,6.17594481,y
8w42pecwr6,5.16782332,y
4s1fz24scx,5.8380785,y
p6yuzi1xmr,5.4489851,y
1qpkgdok5z,5.78923941,y
wpszkxn9cd,5.4926877,y
klp7thdgxs,5.58150435,y
uejbpf22bt,5.97157049,y
phhq93lpqi,5.42067194,y
kqz07ivfte,5.62215805,y
2d9asazvzg,4.89964819,y
fhyee4hgv4,5.73089361,y
690loma89v,6.02566338,y
bcrnbtxp0y,5.46500015,y
a92kez4w06,5.87725878,y
08pwofbcad,5.36944246,y
m7271hbvrm,5.23471832,y
7eojgjvt4q,5.83161926,y
zh4s053309,6.26025772,y
vjf7cjcgqi,5.99247456,y
ce64p17ku1,5.56364536,y
dxetkdfojl,5.82310629,y
lvo0sopgpr,5.44911814,y
5vkanad68z,5.87606859,y
4k9wr3ps4w,5.83669233,y
7mv0bnyb4n,5.56879425,y
z7g3nyd6u8,5.40033579,y
yfa7rma7w7,5.6030159,y
svv8rfrz2v,5.22807789,y
2gd0o9houf,5.96556234,y
n9thhsbcfk,5.54978561,y
ul9n9d8eyi,5.80526543,y
kd2gch39om,5.92232752,y
ec86z9x2rx,5.23522615,y
d0ccrzngu1,6.05648232,y
4vll06vrlg,6.03159666,y
cpkgm8qpah,5.5153966,y
iffo7z4ikw,5.58298922,y
ii78wxqfya,5.24476242,y
uk7jp6czmg,5.67587471,y
zqu797q5nx,5.43533135,y
9b3b0dvs5f,5.26327324,y
quhw4t8psp,5.81424999,y
5f5g1y5naf,5.71293688,y
0ao3i8n6vl,5.79015446,y
qykbi0cfzz,6.26862097,y
y23o4b8o60,5.38845968,y
itk9zy6ojf,5.79277945,y
0o55x5zmml,5.65605736,y
14avqr5wja,6.01198959,y
p3g9ea5uoo,5.86986208,y
b64bwk2h0h,5.24515343,y
t1ol6r8ggx,5.96371651,y
wqedscw2ab,5.47374058,y
qb9q91vqiy,5.73498154,y
b6zmoz8pp2,5.46679354,y
m7dydo6txq,5.59923267,y
li114f4rx8,6.08896828,y
02304ybotc,5.25999546,y
eu7jn3dtt5,6.2043581,y
h7nbqv69jb,5.26663351,y
2wtoxbsllh,5.60760403,y
3ai3p23f00,5.93056107,y
6cc5fzvzr5,5.78647804,y
4yns5u2kgy,5.7951808,y
78q5l06gsf,5.71153212,y
durbzb9v1r,5.81457949,y
lz9ylndj88,5.35720348,y
56ahmweer5,5.50121737,y
y1vwjyyrkt,5.48555183,y
ok4btoxf3a,5.28959179,y
xqsj4gvnuc,6.15959835,y
7svxgccpqr,5.59581137,y
4gqp75yb3p,5.98417091,y
yvl0yr7z8g,5.65132999,y
38n1qebjcn,6.37689209,y
0ozvlbgzr7,5.89733648,y
1sg05oxyh5,5.76654387,y
484c92vspu,5.80123711,y
2b2n6l0ojk,6.28981495,y
pl8cskk2y6,6.03735781,y
nz021i6cux,5.82418013,y
4w3x2hbhxq,5.97121429,y
sjf12tys5u,6.1393013,y
63c0km06ge,5.51981258,y
tvp5l3ziiu,5.72462654,y
al20ewsa0t,5.40496731,y
zafbwmhu1c,6.05794811,y
8ngpxhbmr6,6.2055192,y
wovpkbk9xh,5.20958996,y
lztk0oeb5h,6.03663254,y
0h9vr2tcc7,5.63009644,y
4p4stppt7g,6.13866425,y
0jmcsfar8x,5.94494534,y
l72a373uw8,5.15049028,y
yri49q3a1y,5.03827047,y
gvv2rvbwst,5.49910784,y
2xdq3xr1ez,5.54466867,y
zf61i8sgge,5.68274069,y
6s5m3x5dvm,5.15577269,y
rlxy8hfxb2,5.20506668,y
8wglg4xj02,5.81085587,y
1nx6ewi3h7,5.58459282,y
z2fcn8mskp,5.59235334,y
ck4ay1lpcp,5.90042067,y
iopm2x1rdo,5.76258993,y
yzt534cln7,5.28008747,y
k8y1r9h56d,5.66699839,y
2hz5h42ed0,6.2519722,y
3n3sf47055,5.78462029,y
ytd44rhdfa,6.20719194,y
8qvnj73xhw,5.88711071,y
5w4nmckisu,5.90320873,y
70oo3r2ayx,5.55400372,y
v82s8c5cyw,5.41722202,y
xoks2i53gr,6.03624392,y
v0k8y7fjfo,5.71556902,y
osagp5gzpb,6.26443005,y
1vq65lbwbv,5.51223135,y
kjbvgfnmty,5.46086359,y
71e71l95bz,5.45439768,y
8v96ndqot4,6.24231482,y
iwew8yk04c,5.82610607,y
634ynms02n,5.76133823,y
91zdnc7c4a,5.91371298,y
8xehxx96rm,4.83962154,y
shezcl6jfn,5.64300203,y
84mdg8u057,5.7845397,y
xldnhk0nw1,6.23747015,y
6j7fzchsin,5.61072779,y
wcf3v6x920,5.99212456,y
0of84eq1rm,5.66965437,y
jcv73ycd2u,6.16866159,y
a2hiyzwh7y,6.29962635,y
583gd40x32,5.6405406,y
ouuobf2wwy,5.77672577,y
rw1f7r15ur,4.50908947,y
7c5yp25fcq,5.5205102,y
s7oh1opqor,5.1880002,y
taku7k66y6,5.77776861,y
2fqhvec3b7,5.57371712,y
r2nzvkfzvv,5.93416166,y
z98fb04qxn,6.05527163,y
pd8cpfqt33,5.35951662,y
b12jbbtuk1,5.59165001,y
gc2pxwpqap,5.77187872,y
ltsf0e4eea,6.21520138,y
5v222o0n2t,5.89751482,y
i72hytpo2o,5.54803228,y
w6y8dvwoih,5.98014355,y
cmo335o982,5.88376474,y
pcx3jik83p,5.81102514,y
qrpmjq088o,5.80814838,y
e7c6gx9iqh,5.80321407,y
95bhmgum89,5.04773569,y
7dv9k9khw8,6.15490913,y
zaerf196ux,5.45907736,y
qc0shlbp95,5.2386303,y
juvbu8i5xs,6.23503208,y
pu7tzu967e,5.64068365,y
hjltr1jew9,5.58001804,y
r1y8hkioci,5.59713554,y
4yukl21ejx,5.53806925,y
ogpopj998h,5.93593121,y
il1mjul7ca,5.70702934,y
prlvdyh28k,6.15322399,y
il7utcvp5u,5.78690052,y
hoo8z339dr,5.5527525,y
ysnu6ii5zh,5.66293478,y
j8niktpcns,5.35076046,y
mzuhmc4njn,5.88938999,y
6en29t42xd,5.92486095,y
kn7d6nr4ca,5.70601177,y
6bfj5mymez,5.45867777,y
8ak1kppfjg,6.20125628,y
4vtxbgnyxu,5.66240597,y
9pp11725yj,5.7553525,y
k1yy4z2jaq,5.4141984,y
xtr7uouifl,5.6608901,y
4njh09chnk,5.4491744,y
9pgmjw167d,6.56934738,y
g28301yg84,5.05655623,y
9d4s3o28az,5.79898596,y
rfgby8k512,5.59146833,y
ybxd3px80m,5.50316334,y
7fnbxn5nit,5.40860319,y
w5m6y1omcd,5.99112606,y
teqt2xvs9h,5.27795601,y
ff9ovsnk5w,5.34083033,y
hrcb57cys2,5.83538389,y
p64j2fwrhg,5.83225107,y
6yesqp57sp,5.87460995,y
icxkei0kkz,5.82363272,y
gud0f7mpht,5.58510971,y
wafkn9u8dc,5.24382925,y
c4p1kiqlo0,5.71592283,y
r75i21kmab,5.78407764,y
hkj2dkd3sw,5.89355469,y
sa4macy763,5.41673994,y
dy4cpze910,6.1056242,y
iv036hdb9q,5.44583225,y
ui1cwdydpb,5.36001778,y
etoc3m6buy,5.60579634,y
m6l1czivy1,6.09920883,y
py8gg5flv7,5.37550545,y
iny6gwgp3v,6.04798269,y
08oyp71498,5.76056767,y
e9pvb1104y,5.04346418,y
r0rg7aa611,5.72536755,y
jrck9rrg5s,6.01088238,y
57fj29ne1f,5.58713865,y
xn1iowd2lm,5.3674593,y
jc5oun2s72,5.42168474,y
mhpojgb4wk,6.3089447,y
zcgqc3fop1,5.77853966,y
cg0qxlxn8q,5.82399225,y
gxfi322r12,5.48513699,y
jb4qi0s68w,5.82993031,y
qa8gqld8o9,5.87858772,y
kv77ctaye7,6.11086035,y
u74rd5ak6a,5.38797617,y
rcsgx9mqmz,5.76537895,y
tpmzlacr69,5.66591787,y
7o7adv8bb5,5.9220829,y
ha8zuw9943,5.67306995,y
sb598c6rz0,5.82777643,y
mod31qy18y,6.22506905,y
1996cjisrw,5.73168755,y
te5ihm9mei,5.12410402,y
17u3s3v4ef,5.90817833,y
fu8n1lenq4,5.6377964,y
al9kpj1vbw,5.48122931,y
tp2fugyke7,6.08548212,y
10jli882xz,5.20241547,y
i7y3lyrdj5,5.77870178,y
xet0ipcpbp,6.12566137,y
fk94ujnfhv,5.63737345,y
psecgma17i,5.50205231,y
ejqo7dtar0,4.96854067,y
l84g67awo4,5.84696913,y
r2bzo1l2iv,5.68975115,y
6u4muiccg9,5.62943459,y
h49a6mc8br,5.95847988,y
9ejp8pptp6,6.10154629,y
tc9aea6r64,5.63476896,y
8yc0usiib0,5.472435,y
11y0zgsn6q,6.52328491,y
0m3hj9wx7h,6.032341,y
qzxxidnc9x,6.05309391,y
l3a0v7leio,5.62847567,y
xtwsx692y2,5.1063714,y
57uqwzxb8e,5.21702719,y
yirqcyhwtm,5.67005205,y
ne7ld46fm2,5.67212486,y
zb8y6qmsp7,6.51498938,y
eyszq8sp5l,5.73393869,y
11i4mcijgo,5.70439577,y
jsvdeu2grv,5.92233324,y
hwdtjuph8x,5.3987422,y
csjswbzcz1,5.1521101,y
h2hshqxbs6,5.96797276,y
vj86ybbdbw,5.53133726,y
hhwzs2vhib,5.64755774,y
1vpagaw3ds,5.30221462,y
1xmrlmfuqy,5.15068102,y
yv5sbnq93z,5.24351263,y
4rg6h9dlql,5.65648365,y
8wp8pegbxm,5.8634882,y
jp46z33uky,5.32702971,y
uq2nq5ue7k,5.87939215,y
shm46fnf38,5.80303764,y
h5pwemuidy,5.63548136,y
eaoccd3o1l,5.78079987,y
890etd0j97,5.4693079,y
pxt5spmoos,5.73835087,y
c32d0m0qt2,5.85042524,y
vm27zxn6i1,5.81034946,y
0qd625ron2,6.56479645,y
6o3kw20t2o,5.89054394,y
7hobytd5kg,6.04998398,y
x61m2y2nwl,5.53573322,y
cx82bfcdlc,6.05783176,y
pe7xie36au,5.69155073,y
a6uxztmiqf,5.62461424,y
q5qm6c6f3s,4.78891945,y
fty00wmzie,5.36043549,y
sgl0ff093q,5.74200201,y
2ukf2dhs4j,5.23864555,y
drvs6eam3d,5.94648933,y
kktklwf9h1,5.54024792,y
tg7mhfol9b,5.63917637,y
bp6s65qsck,5.5437479,y
nhkudx0t8a,5.85610628,y
63i1vc8jt8,6.15835857,y
om35mz67ks,5.42451239,y
2bfx4hpcme,5.33756733,y
6q0ihfm56v,5.49262953,y
8358y5enfe,5.20083475,y
gud7acuyl7,6.37543058,y
l2pze5d47i,5.9761219,y
4bgoja933s,5.67737055,y
5x1tnab66e,5.41201258,y
01vq7k0ew4,5.34537602,y
kvyd8i19jw,5.21997309,y
6dufykcl4t,5.78602934,y
pnsojc49bl,5.72492743,y
ga6mt903sh,6.23156309,y
0uhuz5w2u8,5.69843626,y
3po7ogqz9f,5.54100943,y
nregt2v71n,5.8076582,y
7yulwytyha,6.1478467,y
i4of7vpmsz,5.80504322,y
vqijvxlx3s,6.23074913,y
0slv0fu9s0,5.58824348,y
86omuyugjy,5.25799513,y
js1kzh8nui,6.12451553,y
ozj3cevz4l,5.84647751,y
xc8n4azv69,6.09933949,y
5j4wvyrltk,5.59583092,y
eccs3mskce,5.79910564,y
evp647detf,5.65093422,y
5hxo5hztre,5.83286858,y
andz06n3w7,5.27959251,y
eq4nsucyov,5.38278961,y
0y0whjlkwj,6.4473114,y
uz8lzs4wm4,5.38934135,y
noag9q1zyd,5.97146559,y
38uoax5a2t,6.40218401,y
hnvy6y4ou7,5.31288719,y
azfrhaf95p,5.38584614,y
29hcqdw1n7,5.90316963,y
zj6txzrkr4,5.89732266,y
aos7bdipcj,5.39850473,y
pdas6w22yc,5.78846216,y
mb49rryheb,5.88911438,y
2i3a6x7dqj,5.69345903,y
s0fo63viql,5.57662582,y
ta30agu92i,5.78733063,y
vgvg5dgrvw,5.98116875,y
q434lumq3a,6.00670576,y
a4g29tij4a,5.49621916,y
91k4a2u0lu,6.5129962,y
ysl8jp1a29,5.95399475,y
uvd1ccla3c,5.86368704,y
v9bb4isy3s,6.47468996,y
n07shqoqe6,5.65143728,y
kfqslh1b6p,6.07089472,y
hfcu33kh8d,5.26349068,y
wlmpihl8b1,6.11068296,y
rtvu7mjqhb,5.58249092,y
naqcp70ct3,5.41475105,y
08dc8qcmfb,5.92458439,y
zw04rmqhxl,5.6040225,y
ef0md39iru,5.84170818,y
p483kux9hj,6.28942728,y
ux8leysjm4,5.68586588,y
rxq4kuni2v,6.31615305,y
1quvikfx04,6.28989792,y
4zklikfhaj,5.21802855,y
c57fpyid0x,6.00898886,y
ey67oumm3e,6.05169058,y
7e78tvn9j2,5.62078142,y
t1sa85fedo,5.59757567,y
9nihx270o6,6.24587917,y
0qf3oowc2n,6.30843639,y
zvbvi1afid,5.18028021,y
haug0o91ib,5.45791292,y
zb4zlfzbw7,6.08497381,y
38f9pike2d,6.08699656,y
5gcjnui9nb,5.87803936,y
7enl0but4c,6.63192368,y
xgc1rfnz8j,6.63045263,y
y6townk4ba,6.41090393,y
3zgkct2q1w,5.90345669,y
o1arl3bjzc,5.66197968,y
n94v0awpjl,5.94194651,y
q5g2ssdrqu,6.41841221,y
